epoch,accuracy,loss,val_accuracy,val_loss
0,0.3772488236427307,1.3242316246032715,0.43515849113464355,1.2771366834640503
1,0.6440631151199341,0.9708502888679504,0.651296854019165,0.9108383655548096
2,0.7924162745475769,0.5781078934669495,0.7175792455673218,0.7848460674285889
3,0.8474951386451721,0.41727593541145325,0.6945244669914246,0.7945641279220581
4,0.8804317712783813,0.3329547643661499,0.6772334575653076,0.8609093427658081
5,0.9025740623474121,0.27517634630203247,0.6945244669914246,0.8752499222755432
6,0.9247162938117981,0.2324008196592331,0.6945244669914246,0.9497576951980591
7,0.9393855333328247,0.195260688662529,0.6916426420211792,0.9938031435012817
8,0.947135329246521,0.16553080081939697,0.6945244669914246,1.0444799661636353
9,0.9515637755393982,0.1530877947807312,0.6887608170509338,1.119041085243225
10,0.9598671197891235,0.13144326210021973,0.6887608170509338,1.1839005947113037
11,0.9606974720954895,0.1264747530221939,0.6887608170509338,1.234933853149414
12,0.9648491740226746,0.10821083933115005,0.6916426420211792,1.2616428136825562
13,0.9690008163452148,0.10393114387989044,0.6714697480201721,1.3443825244903564
14,0.9701079726219177,0.09322180598974228,0.6743515729904175,1.3385531902313232
15,0.9731525182723999,0.08868052065372467,0.6829971075057983,1.4140985012054443
16,0.9723221659660339,0.08328883349895477,0.6714697480201721,1.4951646327972412
17,0.973706066608429,0.08341757953166962,0.6685879230499268,1.5127252340316772
18,0.9761970639228821,0.0716627761721611,0.6657060384750366,1.5396069288253784
19,0.975643515586853,0.07577983289957047,0.6743515729904175,1.6071696281433105
20,0.9767506122589111,0.0714830532670021,0.6599423885345459,1.6102449893951416
21,0.9775809645652771,0.06836535036563873,0.6599423885345459,1.6391990184783936
22,0.9778577089309692,0.06654854118824005,0.6657060384750366,1.643431544303894
23,0.9759202599525452,0.06663735210895538,0.6685879230499268,1.6437618732452393
24,0.9784113168716431,0.05983135476708412,0.6628242135047913,1.709924340248108
25,0.9767506122589111,0.06718843430280685,0.6714697480201721,1.6731055974960327
26,0.9789648652076721,0.06248578429222107,0.6657060384750366,1.6938890218734741
27,0.9775809645652771,0.06011858209967613,0.6599423885345459,1.7515918016433716
28,0.9775809645652771,0.06054423004388809,0.6714697480201721,1.7084494829177856
29,0.9789648652076721,0.05169766768813133,0.6570605039596558,1.7337502241134644
30,0.9781345129013062,0.05716364458203316,0.6772334575653076,1.7907700538635254
31,0.9792416095733643,0.05293463543057442,0.6685879230499268,1.791420578956604
32,0.9792416095733643,0.05094685032963753,0.6858789920806885,1.847359538078308
33,0.9778577089309692,0.051600132137537,0.6714697480201721,1.8208129405975342
34,0.9784113168716431,0.051933299750089645,0.6743515729904175,1.8242347240447998
35,0.9792416095733643,0.0479666069149971,0.6714697480201721,1.8053771257400513
36,0.9797951579093933,0.04685480147600174,0.6772334575653076,1.87661874294281
37,0.9786880612373352,0.04739543795585632,0.6772334575653076,1.892843246459961
38,0.9792416095733643,0.04599972441792488,0.6685879230499268,1.9171860218048096
39,0.9784113168716431,0.04948500543832779,0.6657060384750366,1.9298309087753296
40,0.9781345129013062,0.04926002398133278,0.6829971075057983,1.9862511157989502
41,0.9786880612373352,0.049580346792936325,0.6829971075057983,1.9283721446990967
42,0.9784113168716431,0.04478254169225693,0.6743515729904175,1.9034093618392944
43,0.9803487658500671,0.04125590994954109,0.680115282535553,1.9606999158859253
44,0.9795184135437012,0.04118196293711662,0.6657060384750366,2.037659168243408
45,0.9806255102157593,0.04245322570204735,0.6743515729904175,1.9773551225662231
46,0.9800719618797302,0.0407959409058094,0.6772334575653076,2.045081853866577
47,0.9814558625221252,0.03957775607705116,0.6829971075057983,1.9837630987167358
48,0.9800719618797302,0.040891651064157486,0.680115282535553,1.977352261543274
49,0.9800719618797302,0.038496799767017365,0.680115282535553,2.0428645610809326
